id,vendor_id,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_estimated,distance_m,wait_sec
3994,Quito,18-06-17 2:51,-78.48049714,-0.17466054,-78.47520828,-0.12158124,N,709,6490.240537,212
3995,Quito,02-06-17 6:05,-78.49426178,-0.184074243,-78.51069708,-0.20993266,N,567,4702.837707,214
3996,Quito,30-04-17 3:42,-78.48560799,-0.176656432,-78.50381669,-0.145568617,N,711,5481.51326,99
3997,Quito,20-03-17 3:09,-78.46766557,-0.163501423,-78.48080437,-0.128713304,N,674,5329.223992,1564
3998,Quito,25-08-16 3:12,-78.48426144,-0.172161543,-78.47902713,-0.11337634,N,842,7118.642461,535
3999,Quito,07-11-16 2:54,-78.50561307,-0.192454333,-78.4972328,-0.144925721,N,551,6216.778353,122
4000,Quito,01-11-16 8:46,-78.51048222,-0.20709632,-78.48423269,-0.168688965,N,709,7189.498541,550
4001,Quito,28-01-17 3:22,-78.45717854,-0.095408715,-78.48979272,-0.1025058,N,516,4415.686165,183
4002,Quito,14-09-16 9:54,-78.49185468,-0.15204764,-78.50142834,-0.10838066,N,691,5920.085311,144
4003,Quito,13-08-16 10:46,-78.48925194,-0.200262855,-78.48079414,-0.192562986,N,162,1796.6457,660
4004,Quito,21-11-16 11:33,-78.47261688,-0.154178778,-78.48926597,-0.102898723,N,856,7553.369785,136
4005,Quito,02-01-17 8:41,-78.53084126,-0.276069433,-78.53394552,-0.269052012,N,192,1125.475482,31
4006,Quito,07-07-16 9:23,-78.46035208,-0.151602406,-78.46361108,-0.152196804,N,72,428.4771197,0
4007,Quito,22-07-17 7:17,-78.47396226,-0.140890517,-78.44198802,-0.31559232,N,2278,22981.31648,326
4008,Quito,19-06-17 8:30,-78.5014753,-0.1291881,-78.4990552,-0.15466786,N,390,3102.322202,100
4009,Quito,04-05-17 7:29,-78.46638145,-0.132164044,-78.48745843,-0.17259186,N,813,6839.014657,506
4010,Quito,24-11-16 8:31,-78.50220761,-0.190777284,-78.499759,-0.21457902,N,451,2918.903626,405
4011,Quito,23-05-17 10:21,-78.49302455,-0.174636193,-78.47369272,-0.171494649,N,251,2498.915731,187
4012,Quito,18-01-17 12:57,-78.50482338,-0.180415628,-78.49848259,-0.14563792,N,444,4572.164716,73
4013,Quito,15-04-17 5:13,-78.53420886,-0.2782304,-78.543171,-0.3041569,N,242,3879.428147,218
4014,Quito,02-09-16 5:34,-78.56268552,-0.29411265,-78.55233156,-0.300926647,N,248,1908.974475,65
4015,Quito,23-11-16 6:30,-78.51586377,-0.231313341,-78.48984371,-0.19744023,N,974,6659.793833,1065
4016,Quito,10-03-17 10:19,-78.49754183,-0.242655778,-78.48890238,-0.23817334,N,111,1459.079013,337
4017,Quito,06-07-16 7:36,-78.45127496,-0.159978819,-78.47478788,-0.16447714,N,463,3114.697925,370
4018,Quito,01-08-17 6:39,-78.4944863,-0.191524991,-78.49931117,-0.205607804,N,266,2102.435603,163
4019,Quito,16-07-16 12:33,-78.4936903,-0.207137639,-78.47808478,-0.178402316,N,391,4930.465498,231
4020,Quito,03-01-17 5:38,-78.48147485,-0.186783161,-78.50158771,-0.196888369,N,358,3360.084444,368
4021,Quito,28-01-17 7:05,-78.4567015,-0.106271276,-78.47347198,-0.0881268,N,372,3882.362925,238
4022,Quito,04-01-17 10:21,-78.5047883,-0.180518298,-78.48207011,-0.127742388,N,811,8394.548364,211
4023,Quito,15-12-16 8:44,-78.47283456,-0.1732648,-78.49702214,-0.149465328,N,625,5335.904382,324
4024,Quito,26-05-17 2:01,-78.50690204,-0.119485473,-78.49495115,-0.123672204,N,221,1794.418097,52
4025,Quito,12-05-17 7:51,-78.50078137,-0.123661993,-78.49149358,-0.103036199,N,386,3326.236605,71
4026,Quito,20-07-16 12:12,-78.49954217,-0.199100844,-78.50596487,-0.185477299,N,277,2229.037117,69
4027,Quito,01-07-16 11:54,-78.51163101,-0.188461461,-78.50092041,-0.203539687,N,235,2867.58124,48
4028,Quito,21-01-17 7:43,-78.50375621,-0.184207827,-78.48298934,-0.19396868,N,200,3394.515876,613
4029,Quito,03-01-17 11:42,-78.53260914,-0.276360408,-78.5309524,-0.251939688,N,387,2899.679648,78
4030,Quito,06-07-16 5:40,-78.4799639,-0.170146639,-78.49235372,-0.196406245,N,629,4297.61381,974
4031,Quito,24-01-17 10:30,-78.50256986,-0.133321315,-78.4942875,-0.135628383,N,78,1177.487636,28
4032,Quito,19-07-16 12:41,-78.50919759,-0.194689265,-78.48622932,-0.17884534,N,541,4315.704652,121
4033,Quito,20-09-16 5:29,-78.50490957,-0.180501363,-78.49816032,-0.187893089,N,256,1572.400719,118
4034,Quito,06-09-16 6:05,-78.51540863,-0.218369634,-78.45342717,-0.095987762,N,1699,20500.21702,403
4035,Quito,27-07-16 6:44,-78.44340172,-0.106911421,-78.42620474,-0.103377563,N,261,2305.161062,17
4036,Quito,11-07-17 9:22,-78.49049524,-0.238802592,-78.55075502,-0.28957922,N,962,12346.62703,109
4037,Quito,13-01-17 5:58,-78.4865166,-0.1727272,-78.4740229,-0.14104384,N,623,4912.258633,424
4038,Quito,06-08-16 12:38,-78.48699957,-0.164668821,-78.48652722,-0.191257576,N,333,3009.057817,151
4039,Quito,05-01-17 8:49,-78.46227922,-0.127583228,-78.47986823,-0.181792982,N,847,7983.65368,395
4040,Quito,30-01-17 7:51,-78.4873624,-0.178739956,-78.48454501,-0.170356779,N,208,1245.444026,121
4041,Quito,20-07-16 6:23,-78.54826246,-0.27611494,-78.56867092,-0.289472664,N,359,3754.602114,39
4042,Quito,25-07-16 7:18,-78.41854018,-0.083961005,-78.43191472,-0.09091252,N,232,2260.152248,213
4043,Quito,18-05-17 3:34,-78.51407925,-0.220495386,-78.53053286,-0.23523752,N,566,3468.795339,121
4044,Quito,29-12-16 12:10,-78.51718294,-0.2150927,-78.54095708,-0.26634872,N,1047,8342.954509,339
4045,Quito,04-01-17 4:12,-78.50583245,-0.218124614,-78.46862234,-0.170846675,N,1190,9394.611728,214
4046,Quito,23-04-17 4:05,-78.48842081,-0.172440091,-78.49526143,-0.200407744,N,384,3870.49931,108
4047,Quito Cabify Lite,23-03-17 9:05,-78.49982201,-0.162980837,-78.48634235,-0.19350727,N,615,4893.248711,242
4048,Quito,25-06-16 5:49,-78.53171439,-0.255357014,-78.53373083,-0.247941038,N,181,1048.834059,56
4049,Quito,26-03-17 8:16,-78.49570472,-0.208463068,-78.49882166,-0.12024402,N,1046,10156.0965,295
4050,Quito,25-04-17 9:43,-78.49534565,-0.176459271,-78.48102455,-0.151850922,N,489,4328.749921,257
4051,Quito,02-08-16 6:27,-78.48618978,-0.285908274,-78.45088166,-0.307419445,N,614,6317.967827,218
4052,Quito,19-11-16 10:51,-78.47636423,-0.090240843,-78.45394154,-0.107180012,N,378,4376.836451,72
4053,Quito,26-04-17 1:45,-78.50980735,-0.203343883,-78.48550365,-0.21910212,N,599,4454.667252,212
4054,Quito,17-04-17 6:14,-78.48227907,-0.19484851,-78.48263061,-0.195255702,N,14,84.36615449,6
4055,Quito,16-06-17 4:23,-78.46460311,-0.15967502,-78.48460582,-0.156125686,N,388,2618.858293,326
4056,Quito,16-07-16 1:21,-78.49053764,-0.208353385,-78.48702556,-0.185252036,N,385,2959.27553,203
4057,Quito,30-04-17 12:14,-78.4580347,-0.097929855,-78.50212423,-0.144934229,N,1075,10129.17284,183
4058,Quito,12-07-16 10:33,-78.50694243,-0.182734516,-78.49243028,-0.19212774,N,415,2658.147688,385
4059,Quito,20-05-17 8:29,-78.55018085,-0.363990207,-78.55040032,-0.33173732,N,407,3610.761233,139
4060,Quito,19-12-16 12:55,-78.4703442,-0.159643749,-78.47786624,-0.1763555,N,311,2694.671067,159
4061,Quito,03-10-16 8:04,-78.49370455,-0.197997593,-78.48804923,-0.192094864,N,113,1285.19218,31
4062,Quito,23-01-17 4:14,-78.46312457,-0.162867234,-78.46949936,-0.143265587,N,389,2888.444652,172
4063,Quito,26-02-17 9:43,-78.5501361,-0.263981,-78.51984114,-0.261811805,N,554,3609.813495,186
4064,Quito,03-11-16 10:32,-78.50065557,-0.158910949,-78.48741696,-0.167026326,N,319,2374.450264,145
4065,Quito,03-02-17 8:03,-78.50457753,-0.203015803,-78.47496421,-0.172087541,N,600,6731.896402,578
4066,Quito,13-07-17 9:37,-78.48177636,-0.199905107,-78.49883601,-0.21424546,N,367,3491.509194,354
4067,Quito,06-03-17 12:05,-78.46372034,-0.137785401,-78.48482218,-0.17104422,N,886,6044.623181,790
4068,Quito,03-10-16 8:44,-78.49946584,-0.19206834,-78.50654408,-0.18133536,N,233,1980.512879,228
4069,Quito,23-12-16 6:22,-78.46919368,-0.132065172,-78.48834698,-0.114971721,N,507,4030.448904,257
4070,Quito,03-01-17 8:38,-78.51352921,-0.231095662,-78.549739,-0.26499016,N,827,7795.208611,227
4071,Quito,16-09-16 1:55,-78.50985395,-0.220140329,-78.47847542,-0.181310603,N,790,7806.776307,353
4072,Quito,29-06-16 2:12,-78.50686042,-0.146491408,-78.48250374,-0.192249079,N,815,7796.351413,327
4073,Quito,10-01-17 2:09,-78.43097026,-0.110152276,-78.45510796,-0.108616072,N,397,2854.803134,150
4074,Quito,20-10-16 3:52,-78.47293142,-0.313112734,-78.44464839,-0.289890038,N,663,5727.128493,311
4075,Quito,19-04-17 7:57,-78.4964694,-0.140583256,-78.50310234,-0.19173724,N,914,6425.610656,870
4076,Quito Cabify Lite,14-04-17 9:53,-78.47182772,-0.165862293,-78.4828419,-0.14674686,N,372,3350.254985,39
4077,Quito,16-01-17 2:53,-78.43186652,-0.101007591,-78.42285274,-0.09022872,N,309,2200.840324,53
4078,Quito,15-11-16 9:13,-78.50480317,-0.176835219,-78.47493983,-0.145610762,N,863,6792.637394,431
4079,Quito,06-04-17 6:11,-78.48748715,-0.188087717,-78.49726809,-0.204441879,N,461,2906.085854,943
4080,Quito,18-11-16 4:19,-78.50482495,-0.18035206,-78.49826238,-0.154118139,N,398,3646.800328,95
4081,Quito,08-07-16 9:22,-78.51923562,-0.244070416,-78.52793164,-0.23952676,N,181,1472.175776,92
4082,Quito,13-09-16 8:13,-78.49318794,-0.181151333,-78.50476826,-0.21879576,N,668,5473.535389,166
4083,Quito,04-08-16 11:55,-78.46937577,-0.136442982,-78.48672276,-0.1935426,N,1114,8278.079359,984
4084,Quito,14-07-17 4:44,-78.4787295,-0.181361164,-78.48633404,-0.200176697,N,388,2937.773685,292
4085,Quito,25-01-17 10:36,-78.49495212,-0.146103002,-78.50344138,-0.183030534,N,671,5050.11416,793
4086,Quito,23-11-16 10:37,-78.50434411,-0.176253275,-78.45931129,-0.162414879,N,1106,6546.156865,443
4087,Quito,24-11-16 8:30,-78.47250155,-0.080974106,-78.49714878,-0.12687394,N,751,7844.472989,279
4088,Quito,15-12-16 6:42,-78.49264477,-0.175966351,-78.47243497,-0.091679955,N,1375,11619.43671,1388
4089,Quito,17-12-16 2:46,-78.47237679,-0.299119748,-78.43613771,-0.338866335,N,1234,8449.165869,353
4090,Quito,25-08-16 11:43,-78.49167667,-0.178574118,-78.50330749,-0.187102866,N,264,2241.635466,115
4091,Quito,23-07-16 4:08,-78.54626544,-0.296019671,-78.52954419,-0.269114412,N,751,4851.020727,1795
4092,Quito,24-12-16 5:43,-78.52640672,-0.283669652,-78.55681037,-0.294864859,N,799,4625.539617,730
4093,Quito,12-07-16 7:51,-78.54508382,-0.308927488,-78.48462616,-0.233720264,N,1111,15085.14954,92
4094,Quito,25-10-16 3:39,-78.50493515,-0.176951828,-78.51480727,-0.219200283,N,725,5795.539148,118
4095,Quito,20-10-16 9:18,-78.4785357,-0.195972218,-78.50511158,-0.20437942,N,602,3889.923893,607
4096,Quito,29-06-16 1:31,-78.49693864,-0.192375654,-78.48853182,-0.18991856,N,185,1208.006976,180
4097,Quito,28-11-16 12:51,-78.50165398,-0.129676819,-78.50841196,-0.115243873,N,409,2356.322003,44
4098,Quito,07-01-17 10:02,-78.53140095,-0.254423482,-78.55138253,-0.289069609,N,537,6074.301182,130
4099,Quito,28-11-16 7:46,-78.4995695,-0.134031426,-78.49927363,-0.134062762,N,4,36.383621,9
4100,Quito,31-01-17 9:59,-78.45953663,-0.299778684,-78.48858444,-0.24614293,N,495,9193.948251,139
4101,Quito,03-11-16 5:18,-78.50398004,-0.152177966,-78.5203258,-0.241732034,N,1193,11775.51749,306
4102,Quito,19-10-16 12:29,-78.48566851,-0.201029233,-78.48137274,-0.179581501,N,392,2862.543818,514
4103,Quito,05-07-17 10:13,-78.48306014,-0.150036746,-78.47756864,-0.175595074,N,432,3452.580757,328
4104,Quito,29-07-17 2:28,-78.48252956,-0.142618352,-78.49104968,-0.10478068,N,629,5154.747965,178
4105,Quito,29-06-17 4:39,-78.49539241,-0.139282534,-78.50706557,-0.111949389,N,631,4337.300286,204
4106,Quito,26-07-17 7:28,-78.44459524,-0.128667842,-78.467725,-0.16570066,N,893,6689.76685,103
4107,Quito,24-07-16 9:06,-78.46922794,-0.101543826,-78.50182236,-0.216000799,N,1425,16351.36308,274
4108,Quito,11-07-17 8:29,-78.48643955,-0.18004722,-78.53793628,-0.257922193,N,1697,14385.44815,240
4109,Quito,15-08-16 10:34,-78.50749522,-0.148327796,-78.48622115,-0.169020247,N,620,4666.45612,279
4110,Quito,05-10-16 11:08,-78.46995527,-0.135985444,-78.48449394,-0.11960046,N,343,3438.54933,141
4111,Quito,30-10-16 4:37,-78.45977521,-0.299866684,-78.48191758,-0.200168956,N,1257,13547.96701,272
4112,Quito,26-08-16 10:43,-78.4805489,-0.1818452,-78.49187901,-0.201327671,N,344,3426.196863,294
4113,Quito,13-04-17 2:50,-78.4755707,-0.1654448,-78.47610056,-0.16808374,N,34,352.3542379,10
4114,Quito,27-03-17 8:23,-78.4639276,-0.136353588,-78.49745002,-0.106234441,N,962,7076.609078,946
4115,Quito,19-12-16 10:39,-78.46120803,-0.135360235,-78.48325728,-0.14090908,N,480,3068.760933,89
4116,Quito,21-11-16 7:35,-78.47677198,-0.163145551,-78.48425837,-0.157954502,N,205,1409.662988,90
4117,Quito,21-08-16 5:02,-78.5258565,-0.2550396,-78.52038058,-0.24841406,N,170,1345.614925,100
4118,Quito,03-03-17 1:58,-78.45259416,-0.16826618,-78.47550512,-0.169037804,N,328,2633.371878,157
4119,Quito,17-01-17 5:21,-78.47445994,-0.096536559,-78.53955172,-0.288918691,N,2468,28629.78226,339
4120,Quito,25-12-16 12:21,-78.45954623,-0.299787957,-78.47089541,-0.276343227,N,238,3868.888625,19
4121,Quito,13-07-17 3:52,-78.49910323,-0.245307686,-78.45442186,-0.104697248,N,1749,20603.46281,35
4122,Quito,08-06-17 10:49,-78.49431858,-0.12923322,-78.50945996,-0.11947474,N,375,2768.733823,26
4123,Quito,11-08-16 9:38,-78.4818301,-0.196086237,-78.47830874,-0.179784984,N,237,2204.171919,54
4124,Quito,27-07-16 12:21,-78.44189886,-0.332098508,-78.4496705,-0.30624822,N,441,3738.573133,154
4125,Quito,03-12-16 9:26,-78.4707175,-0.1336607,-78.54981623,-0.306221202,N,2180,27983.20618,268
4126,Quito,10-07-17 10:54,-78.4761503,-0.185428652,-78.47391288,-0.17133509,N,273,1815.92082,405
4127,Quito,06-06-17 5:36,-78.50506377,-0.17705393,-78.5118151,-0.183766696,N,262,1497.135312,60
4128,Quito,07-05-17 8:46,-78.50571785,-0.208360318,-78.54058606,-0.24811482,N,1017,8297.640532,167
4129,Quito,18-04-17 6:18,-78.46610636,-0.100162304,-78.4830044,-0.1502206,N,748,7445.201565,540
4130,Quito,03-03-17 7:17,-78.45513732,-0.16068153,-78.48186349,-0.197685533,N,1159,7086.459643,545
4131,Quito,31-12-16 5:14,-78.4993929,-0.196032112,-78.47630026,-0.15447294,N,515,7188.938538,197
4132,Quito,06-01-17 7:22,-78.50488174,-0.180564585,-78.49535442,-0.129352735,N,670,6753.881805,170
4133,Quito,25-06-17 3:03,-78.51640642,-0.215722379,-78.52281744,-0.25971239,N,987,5604.333546,287
4134,Quito,15-09-16 1:21,-78.50604585,-0.181172381,-78.50540118,-0.214129359,N,556,3736.332217,61
4135,Quito,09-07-16 8:06,-78.47072973,-0.167683505,-78.47436964,-0.11187942,N,839,6609.868878,274
4136,Quito,17-04-17 8:28,-78.49226634,-0.174667397,-78.49153313,-0.174753644,N,15,91.11985493,3
4137,Quito,29-08-16 5:36,-78.52126103,-0.226422994,-78.52862759,-0.23747023,N,227,2047.514675,103
4138,Quito,03-07-17 1:29,-78.48393985,-0.150346871,-78.49529165,-0.139569315,N,384,2460.667458,117
4139,Quito,01-08-16 9:51,-78.5120542,-0.247742086,-78.54713978,-0.304650028,N,933,10229.17628,521
4140,Quito,25-08-16 7:23,-78.4894167,-0.1493298,-78.48087077,-0.175540452,N,365,3864.752136,273
4141,Quito,16-12-16 12:32,-78.54228532,-0.299615708,-78.55384932,-0.31911998,N,337,3454.6162,121
4142,Quito,30-07-17 11:43,-78.53725154,-0.304755674,-78.56871724,-0.285459534,N,731,5644.408744,273
4143,Quito,06-06-17 8:43,-78.47719107,-0.195837876,-78.49880198,-0.18502577,N,559,3605.261498,451
4144,Quito,17-06-17 4:47,-78.4642237,-0.1353225,-78.47378928,-0.13926358,N,198,1501.869101,151
4145,Quito,13-11-16 11:07,-78.45742874,-0.300915106,-78.5219214,-0.252428983,N,1397,12562.56851,472
4146,Quito,30-11-16 11:53,-78.5452583,-0.2575802,-78.50906123,-0.18416814,N,995,12187.9385,10
4147,Quito,13-01-17 4:19,-78.47619704,-0.089850176,-78.48522251,-0.125541163,N,691,4972.242002,158
4148,Quito,10-07-17 9:48,-78.4993567,-0.1359367,-78.49308917,-0.121907873,N,307,2256.849692,519
4149,Quito,23-12-16 10:54,-78.48668865,-0.19069008,-78.48089714,-0.177481076,N,250,2112.757645,165
4150,Quito,09-11-16 3:20,-78.49504662,-0.186214716,-78.50144865,-0.202077373,N,231,2475.716312,96
4151,Quito,15-07-17 9:49,-78.4978174,-0.1123378,-78.4673004,-0.07597188,N,680,7437.034861,203
4152,Quito,04-01-17 7:48,-78.49881817,-0.185199555,-78.48812382,-0.191885682,N,295,1932.614668,278
4153,Quito,12-05-17 7:25,-78.54330084,-0.28315878,-78.54602968,-0.26080428,N,421,2789.136446,194
4154,Quito,24-06-17 6:06,-78.49260889,-0.112128456,-78.50922589,-0.102509752,N,398,2917.274292,619
4155,Quito,20-12-16 6:12,-78.53981419,-0.259985258,-78.47450232,-0.311244052,N,2076,12961.99176,712
4156,Quito,11-03-17 6:36,-78.48405935,-0.235861573,-78.48972902,-0.18261132,N,692,6551.590691,183
4157,Quito,24-07-17 6:34,-78.49146324,-0.104330518,-78.49902389,-0.113877905,N,230,1902.325595,101
4158,Quito,21-01-17 12:56,-78.49882247,-0.261491922,-78.56442562,-0.310667632,N,1495,12762.7514,832
4159,Quito,04-05-17 11:18,-78.33177067,-0.210589373,-78.33447766,-0.20279216,N,63,1168.01153,0
4160,Quito,08-11-16 10:29,-78.48083228,-0.144094217,-78.46173322,-0.14627542,N,327,2366.250165,99
4161,Quito,26-02-17 9:38,-78.55324656,-0.264259253,-78.55017322,-0.263964825,N,145,374.4754284,149
4162,Quito,28-04-17 7:48,-78.47627353,-0.181127842,-78.48459229,-0.170076077,N,359,2153.899366,267
4163,Quito,20-10-16 11:03,-78.4825847,-0.189207,-78.48467786,-0.212407107,N,230,2812.481246,180
4164,Quito,18-10-16 9:27,-78.50683014,-0.14520083,-78.50312596,-0.204869,N,882,7046.682773,112
4165,Quito,20-10-16 2:56,-78.47081001,-0.174561566,-78.47319456,-0.181715458,N,111,1060.625225,6
4166,Quito,18-05-17 9:10,-78.47176484,-0.164157943,-78.46676615,-0.160483481,N,112,964.4077497,114
4167,Quito,20-06-17 7:08,-78.51707563,-0.179645453,-78.50197488,-0.209208463,N,507,4966.376039,112
4168,Quito,15-07-17 7:11,-78.5128713,-0.21889983,-78.5264687,-0.23646608,N,550,3465.22828,251
4169,Quito,08-11-16 6:45,-78.50356025,-0.188767868,-78.47489572,-0.16871552,N,555,5417.052155,330
4170,Quito,06-01-17 7:44,-78.49526218,-0.16099729,-78.50583812,-0.195982361,N,718,5066.148823,137
4171,Quito,23-01-17 8:34,-78.4727884,-0.164982079,-78.4691162,-0.16422852,N,77,492.1200409,20
4172,Quito,15-10-16 4:24,-78.49761634,-0.207350457,-78.50092766,-0.19746722,N,240,1467.165121,238
4173,Quito,31-05-17 8:02,-78.53657261,-0.249301915,-78.51885358,-0.2394439,N,341,3066.408265,147
4174,Quito,02-09-16 11:48,-78.50647305,-0.182010592,-78.48892213,-0.169648431,N,544,3326.172317,367
4175,Quito,24-04-17 5:58,-78.54952258,-0.350723779,-78.55882302,-0.299321333,N,716,6749.832918,187
4176,Quito,03-10-16 8:55,-78.51086428,-0.18122776,-78.49556158,-0.201438359,N,454,3948.889696,130
4177,Quito,11-10-16 6:02,-78.4938491,-0.160906629,-78.49215508,-0.142975099,N,360,2182.260607,177
4178,Quito,04-01-17 8:55,-78.52195484,-0.218615345,-78.50448988,-0.18007284,N,920,6227.731672,1896
4179,Quito,24-02-17 6:49,-78.52751763,-0.243867684,-78.55523788,-0.29502248,N,1333,8770.476589,680
4180,Quito,28-07-16 8:55,-78.46020806,-0.297142918,-78.47278676,-0.31226846,N,341,3080.552146,195
4181,Quito,08-07-17 11:01,-78.4819817,-0.2050667,-78.47787909,-0.182296035,N,435,2988.168551,100
4182,Quito,21-07-16 5:41,-78.50426444,-0.1824282,-78.47289417,-0.142322947,N,622,7947.697978,214
4183,Quito,02-06-17 9:02,-78.47102759,-0.18978079,-78.49341982,-0.19616786,N,523,3200.098099,248
4184,Quito,05-07-17 6:14,-78.4868895,-0.172802,-78.46655706,-0.16564856,N,515,3056.280128,214
4185,Quito,18-08-16 2:17,-78.47109409,-0.129551207,-78.47071667,-0.133647978,N,40,497.5072944,44
4186,Quito,07-01-17 3:58,-78.52683626,-0.278450121,-78.54709113,-0.299795967,N,759,4625.762392,500
4187,Quito,16-12-16 10:02,-78.51785075,-0.255423171,-78.53439106,-0.238560731,N,526,3714.198966,265
4188,Quito,10-09-16 5:05,-78.46784384,-0.163932171,-78.46590739,-0.156598127,N,138,1030.831096,231
4189,Quito,16-07-16 7:13,-78.50124305,-0.158930202,-78.47613216,-0.175308529,N,636,4613.380703,225
4190,Quito,22-04-17 6:49,-78.47420885,-0.163566936,-78.49195596,-0.17269275,N,277,2988.124338,183
4191,Quito,12-12-16 8:23,-78.47866988,-0.178873293,-78.46490264,-0.1657419,N,186,2990.984381,487
4192,Quito,12-11-16 4:55,-78.48287673,-0.202632971,-78.49488359,-0.198400728,N,192,1805.697498,71
4193,Quito,04-07-16 6:29,-78.46687467,-0.153528637,-78.47892722,-0.177002163,N,467,3950.314195,245
4194,Quito,23-06-17 5:53,-78.5126217,-0.181323597,-78.48807337,-0.201489023,N,366,4971.928963,158
4195,Quito,21-03-17 5:47,-78.4953976,-0.1771825,-78.46433296,-0.06274702,N,1698,16178.85865,306
4196,Quito,03-07-17 7:22,-78.47292181,-0.16370087,-78.49278652,-0.124123577,N,639,6609.640322,239
4197,Quito,06-02-17 6:07,-78.48497509,-0.206916102,-78.50309771,-0.183349434,N,751,4635.624625,463
4198,Quito,24-06-16 6:21,-78.43529868,-0.217435424,-78.38712586,-0.205754501,N,1029,6655.393703,191
4199,Quito,09-01-17 2:58,-78.49976798,-0.136006906,-78.50380918,-0.241581086,N,1884,12188.6729,916
4200,Quito,15-07-17 3:58,-78.36841561,-0.202421635,-78.3719653,-0.17274551,N,344,3694.539561,55
4201,Quito,25-07-17 8:49,-78.4845795,-0.2065479,-78.53350397,-0.252582899,N,1753,10558.97532,541
4202,Quito,27-05-17 9:37,-78.51611646,-0.179897149,-78.49930672,-0.19948453,N,428,4047.166216,173
4203,Quito,10-07-16 7:39,-78.47358672,-0.160018665,-78.49966716,-0.188904572,N,621,6111.967374,226
4204,Quito,12-05-17 10:05,-78.53679422,-0.25018636,-78.4883568,-0.0980268,N,3339,22305.31513,841
4205,Quito,23-03-17 10:45,-78.45928031,-0.162706096,-78.4884964,-0.17039734,N,714,4103.894833,770
4206,Quito,11-01-17 6:10,-78.46187418,-0.162247288,-78.4742026,-0.12391942,N,810,5632.716608,1407
4207,Quito,24-10-16 2:59,-78.47788183,-0.329459431,-78.45937745,-0.301228244,N,725,5196.724216,41
4208,Quito,20-01-17 4:01,-78.45826959,-0.097681794,-78.49683092,-0.16103482,N,1466,11332.3528,717
4209,Quito,07-08-16 8:30,-78.53351145,-0.267830623,-78.52998848,-0.262021754,N,160,1037.648692,13
4210,Quito,19-05-17 9:35,-78.47946546,-0.200312648,-78.47565698,-0.189082108,N,247,1672.260069,164
4211,Quito,26-06-16 7:17,-78.48459603,-0.175815239,-78.51982366,-0.09653308,N,1222,12732.8895,473
4212,Quito,04-07-17 7:12,-78.48243072,-0.20931615,-78.48128873,-0.146660381,N,1155,7093.987034,479
4213,Quito,20-04-17 2:14,-78.4291347,-0.087557601,-78.45304632,-0.10820932,N,483,4955.214407,124
4214,Quito,28-07-17 6:32,-78.54156327,-0.257996642,-78.52597341,-0.270721584,N,392,3148.4441,383
4215,Quito,22-10-16 5:59,-78.48443617,-0.232709575,-78.49050199,-0.226775549,N,70,1334.316698,1
4216,Quito,26-07-16 8:51,-78.49915817,-0.192529911,-78.48390397,-0.131417282,N,836,8491.595011,351
4217,Quito,14-11-16 6:01,-78.47400642,-0.14101542,-78.49202009,-0.113705754,N,422,5039.7194,106
4218,Quito,30-08-16 9:14,-78.48823804,-0.186021379,-78.45301718,-0.00836716,N,1677,23670.60811,259
4219,Quito,08-05-17 9:33,-78.50907268,-0.201187489,-78.50382936,-0.156428197,N,871,5560.032791,191
4220,Quito,21-02-17 7:03,-78.50101629,-0.174372408,-78.49771984,-0.150247801,N,240,3049.079968,4
4221,Quito,10-09-16 6:35,-78.5146395,-0.254092003,-78.49446798,-0.21266632,N,826,6849.27415,413
4222,Quito,14-07-16 7:32,-78.5403774,-0.243694007,-78.54495072,-0.240906262,N,81,818.5088257,41
4223,Quito,16-08-16 8:15,-78.48921244,-0.199934919,-78.48388586,-0.195352379,N,109,1101.840036,112
4224,Quito,16-07-16 12:19,-78.47331088,-0.158691946,-78.51237092,-0.21981272,N,1139,11139.58193,1692
4225,Quito,20-07-16 6:08,-78.48701982,-0.191582573,-78.48307311,-0.20221429,N,157,1621.044206,52
4226,Quito,27-04-17 5:48,-78.5590818,-0.304470382,-78.55244377,-0.27718493,N,355,3772.108713,219
4227,Quito,23-07-16 10:28,-78.51107601,-0.204173911,-78.51123131,-0.196849018,N,61,831.7596282,22
4228,Quito,23-03-17 5:12,-78.49562392,-0.16122724,-78.49096324,-0.1717871,N,288,1692.444777,34
4229,Quito,09-01-17 10:54,-78.47631665,-0.089963766,-78.46652098,-0.122265076,N,714,4680.969411,131
4230,Quito,29-05-17 9:19,-78.48362158,-0.193251733,-78.50070815,-0.105986565,N,1469,11603.37305,407
4231,Quito,25-01-17 7:40,-78.46666903,-0.132282733,-78.47876597,-0.178069107,N,747,6436.3277,905
4232,Quito,09-07-16 9:07,-78.5158883,-0.238035,-78.52826511,-0.240644999,N,242,1666.444982,62
4233,Quito,08-09-16 2:56,-78.50706083,-0.219555094,-78.52199651,-0.251626347,N,705,5226.920969,313
4234,Quito,08-05-17 11:02,-78.47872641,-0.196991663,-78.52190036,-0.252056092,N,1109,10923.58097,250
4235,Quito,03-10-16 9:00,-78.46528834,-0.099678667,-78.49684611,-0.204585194,N,1392,15174.13262,977
4236,Quito,09-04-17 7:33,-78.47171005,-0.164126911,-78.45868276,-0.104442139,N,637,8085.205553,152
